,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
4,BRA,67.54125410325,31.931055246277065,15.313923880213215,9.743740534504656,5.914225031905524,2.865957996052221,0.4674720617207092,0.4274382657680419,0.3909128508989297,0.3570934723463543,0.323590785385678,0.2896615787602402,0.2569448744728711,0.2272938883801931,0.2008450054598485,0.1770448929708813,0.1563735736499016,0.2044840913127837,0.2004829512104183,0.1969000209004643,0.1937386690253458,0.1909270285906615,0.1884969007477545,0.1864940350281731,0.1849111596965419,0.1837446015552235,0.1830891025839559
5,RSAM,59.236843617,28.03055863880522,13.472508664631846,8.605427633210166,5.265220635384069,2.609067208308294,0.5212404774792379,0.4825776206848378,0.4472106032498061,0.4142096909155685,0.3807985930994511,0.3460049484732302,0.3116177156363423,0.2798211729248259,0.2508440944884834,0.2241527994827399,0.2007453964279837,0.2664878098955139,0.2652746737381898,0.2641885804432301,0.2632309313136631,0.2623789494424592,0.2616418120004323,0.2610353807141759,0.2605550686999306,0.2602015829486434,0.2600033824160973
6,NAF,24.9739463547,11.889284822287287,5.7920277863414125,3.783341553160575,2.416152932073486,1.3324850765777685,0.4825393896806267,0.4497445906929309,0.4191292221791683,0.3899386213102255,0.3597470774113506,0.3278232511904795,0.2961245282865233,0.2668826898815509,0.2402038774604809,0.2154836551049342,0.1937473090276602,0.2582793592406821,0.2581700943798895,0.2580732101805362,0.2579911230867681,0.257915611091274,0.2578517071017371,0.2577975877960059,0.2577559934919775,0.2577243124068072,0.2577076654012246
7,WAF,77.79898867499999,37.00912648814979,18.03558689344936,11.82724101525409,7.64593341724787,4.371273047033995,1.8400679554356176,1.7967612402910118,1.7503787469471337,1.7000035086942449,1.6349884012093592,1.550457285650065,1.45396110428605,1.3561798435451875,1.2591408330083034,1.1618875623238605,1.0738281409550363,1.472613526569124,1.5124645854023748,1.548180203223917,1.5797304339181126,1.607781990535183,1.6320250455097465,1.6519954739476177,1.667795176621646,1.679432140346416,1.685961204931835
8,EAF,12.139810711649998,5.95802431162343,3.112287674789574,2.2749823723507454,1.7561352455765975,1.37169304697456,1.0919167834341608,1.058840695642283,1.0250148362358682,0.9891271904352832,0.9451987495244226,0.8908070450980966,0.8303105468715889,0.7697437615365983,0.7102633266530677,0.6513205855467731,0.598167244440591,0.8152147809431107,0.8324797950657585,0.8479307617023454,0.8615642624383383,0.8736906057650679,0.8841697734835007,0.8928057342586916,0.8996360724904793,0.9046648847109018,0.9074910862582628
9,SAF,21.714823833525,10.257444495733012,4.910853182587539,3.1160827801973507,1.8817489849721816,0.899699421719048,0.1277911732751328,0.118492056719567,0.1100730673927302,0.1021606777876116,0.0940089866920875,0.0853702711991444,0.0767777013035176,0.0688331048826714,0.0615501495620043,0.0547714337847191,0.0488001288663237,0.0644479903686317,0.0638408542449407,0.0632919616125111,0.0628034063887813,0.0623702817094173,0.0619971844225808,0.061689234636376,0.0614455792287742,0.0612661534811288,0.061165279087522
10,WEU,134.0925728085,63.39511760241599,30.400403125523773,19.337585296602036,11.73251990429948,5.681732931349928,0.9253419009285114,0.8551578358908986,0.792806044669949,0.735693356372738,0.6788274492984687,0.6203658126026161,0.5629183311640036,0.5098135205072574,0.4607885068174761,0.414577081050569,0.3736519100836281,0.4994684239361623,0.500669289772971,0.5017274433161941,0.502646656507737,0.5034692335570692,0.5041838457640915,0.50477179773193,0.5052360439315928,0.5055764812642576,0.5057692603499416
11,CEU,33.608692117575,15.90039582129413,7.6334852109945155,4.861513778384676,2.953866588828106,1.434004925240347,0.2373774193348191,0.214477914367403,0.1942679989839282,0.1757717918846612,0.1578250610695112,0.1401802318880529,0.1236553960269592,0.109081186522728,0.0963464780434075,0.0850269207000752,0.0752378180127874,0.0985586630898215,0.0967861438726088,0.0952046803119493,0.0938138597683501,0.0925753551442148,0.0915035917687943,0.0906208471062711,0.0899231115067521,0.0894092098988096,0.0891202597984251
12,TUR,18.659040551325,8.840243571375595,4.260493667105396,2.733601635770876,1.6872055453560144,0.8554661381778916,0.2017937792229797,0.1868601190588393,0.1731582641812838,0.1603659848423443,0.1473927227930686,0.1338508812149109,0.1204717912180352,0.1081334161626941,0.0969386266350574,0.0866773276169214,0.0776970202529793,0.1032307348261739,0.1028401753749587,0.1024932617206351,0.1021895682412837,0.1019186100926959,0.1016838722880057,0.1014905635871607,0.1013379230887822,0.101225397165822,0.1011620894321321
13,UKR,17.292355950599998,8.174110800211965,3.916585575525848,2.486338414221952,1.5014193194608352,0.7167973627341971,0.0992793231873323,0.0898299189937533,0.0816885564083812,0.0744085446228455,0.067386891381154,0.0604066499721706,0.0537486392794103,0.0477487170734572,0.0423940473246285,0.0375468028942562,0.0333245338345558,0.0438094400858211,0.0431852961955078,0.0426265952194607,0.0421337052873781,0.0416952816466369,0.0413163742105474,0.0410041235087393,0.0407571239051634,0.0405752845072661,0.0404731447642327
14,STAN,20.772415610775,9.82249100817486,4.713053329697785,3.0012203067820598,1.8247422645598916,0.8885271043517536,0.1520574908571217,0.1394434940249827,0.1279960080066963,0.1175489188866137,0.1072593846126465,0.0967962110158821,0.0866452011407851,0.0774008783317404,0.0691250973175955,0.0616452756820155,0.0551367327563321,0.073070785147427,0.0726018835742975,0.0721867017488609,0.0718243703977831,0.071500813368638,0.0712201255773032,0.0709889939158704,0.0708067460262844,0.0706722746596766,0.0705965812139891
15,RUS,80.41940590499999,37.95144780230303,18.12547832104485,11.45005950211104,6.850669082449965,3.1883582084516617,0.3077950612007221,0.281028602519648,0.257660426654586,0.2366512368685266,0.2161553632753206,0.1954462369114785,0.1753847258050252,0.1570655499108207,0.1405106514138184,0.1253433144092642,0.112068114905962,0.1484994550284097,0.1475541184938487,0.1467092800715395,0.1459636066032254,0.1453017921118791,0.1447279467191956,0.144256145740429,0.1438822036678738,0.1436078141905238,0.1434530648248344
16,ME,85.90301431425,40.61755357556056,19.49976305105694,12.442470206394884,7.607540635714432,3.771451916798212,0.764201896516736,0.7266091484867013,0.6898529419020899,0.6529656759470414,0.6120791682427579,0.5659528881698123,0.5179038488020453,0.4719865503002474,0.4288879183657452,0.3880295909136808,0.3517949154388057,0.4730962831959527,0.4769752624605486,0.4804503106421316,0.4835181163154722,0.4862459985077896,0.4886026951448977,0.490545131879365,0.4920814592567959,0.493211576784876,0.4938477678327708
17,INDIA,118.91170795725,56.93066763137911,28.076140406594774,18.70301045700793,12.375876512328912,7.377350363238757,3.464981641562091,3.234370846945281,3.0152028361704986,2.801799609061196,2.578569824469573,2.3416194446708256,2.1039733855224614,1.8810665644122904,1.6757413922361206,1.485666762785832,1.3187197224450176,1.7344749792773873,1.7110639442242637,1.68996279887389,1.6712303536399744,1.6546091194327155,1.6402633820492354,1.6284478890882,1.6190815300241763,1.6121919399251474,1.6083270512775574
18,KOR,33.5932350813,15.859523758707398,7.581217364282749,4.795823552397303,2.8762287167595484,1.34610469768787,0.1406936182034415,0.1247990113957082,0.1108349931454013,0.0984545802516689,0.0869258858824559,0.0760018709853273,0.0660144029497844,0.0573172151105682,0.0498245441278267,0.0432864340122566,0.0376776826541311,0.0484586545476228,0.0466870089809022,0.0451032342053232,0.0437077307180809,0.042465776369065,0.0413919412632563,0.0405071654427303,0.0398076709442986,0.0392925612084269,0.0390029546946457
19,CHN,487.7444247074999,230.49126476196665,110.40199624131044,70.05709654128002,42.26175359817213,20.09793849634236,2.6267368359599934,2.322463558843581,2.054721863807989,1.8172047485046183,1.596438232763739,1.3878379636725429,1.1968062391040348,1.0296486286650186,0.8866840835791362,0.7644383936919691,0.6605983800096926,0.8422726399198418,0.8037303463998958,0.769338797068591,0.7390860595375941,0.7121469295982483,0.6888412821074934,0.6696415370857393,0.6544646356292522,0.6432884153965777,0.6370047651486669
20,SEAS,64.83263328675,30.78620770954725,14.91002403723859,9.641820162306958,6.03836663570779,3.1735045816520646,0.920461190975466,0.84843614236006,0.7828936623168535,0.7218542415720127,0.6604836413902481,0.5972004692403802,0.5352286892160194,0.478365328349038,0.426956890009103,0.3799888433864566,0.3389377133741289,0.4479846539199372,0.4440072926114653,0.44044879685446,0.4373099046749807,0.4345167821819352,0.4321036895620239,0.430114605493908,0.4285423332804186,0.4273833848254046,0.4267323674900084
21,INDO,70.00881366149999,33.127386100415066,15.919355884186425,10.16269258899086,6.2085664433866885,3.0608338202424075,0.583230733290791,0.532742330169119,0.48665166676888,0.4438090966597385,0.4014764305171207,0.3589279846504112,0.3181395658110976,0.2812895495389629,0.2484205285094456,0.2187804617703041,0.1930090091478253,0.2520854860192911,0.2468628699933591,0.2421812714135282,0.2380455986612462,0.2343690216563545,0.2311916979151018,0.228573521887646,0.226503018418706,0.2249788233446616,0.2241219104457302
22,JAP,45.58412731049999,21.535202218979244,10.306675888299951,6.530642178242801,3.9283998060934673,1.8542066571391045,0.2206919204036813,0.1969815237725386,0.1764612524744287,0.1580931733298456,0.1407389140902093,0.1240703589692864,0.1085526942906185,0.0947431673617263,0.0826261453951088,0.0719176516768703,0.0626865541455075,0.0807703253071149,0.0779809516873321,0.0754833849495183,0.0732792040777417,0.0713188958656446,0.0696247558408757,0.0682286542870939,0.0671246023734294,0.0663116112277844,0.0658546064065132
23,OCE,16.6300583409,7.850600120797249,3.754340529321099,2.3788457410573463,1.433495335360287,0.6823280336532963,0.0929164653521792,0.088514080860376,0.0843902402109116,0.0802788929765665,0.0756742288044788,0.0704017106386291,0.0648180628172256,0.0593784584357775,0.0541056089162123,0.0489190555216434,0.044252533426711,0.0594096420121504,0.0598232798234584,0.0601856744757025,0.0604990711144403,0.0607798163047989,0.061024214547967,0.0612251391636949,0.0613835886789841,0.0615004158132717,0.0615660446631292
24,RSAS,17.8566876351,8.757463540702817,4.547813197253837,3.276075292894254,2.4583101124633533,1.827893008171093,1.3445066220239508,1.267548169362892,1.1937901904472004,1.121719994631232,1.0451109770808713,0.9620506221224006,0.877501406930055,0.7976120272388638,0.7230903705992417,0.652686665656733,0.5903205269536707,0.7919138063569954,0.7965259740673688,0.8006481172851271,0.8042816327917989,0.8075141758114946,0.8103091493987903,0.81261154967722,0.8144335057234869,0.8157738878754133,0.8165267317781559
25,RSAF,33.6769856712,15.976953521959704,7.734857918573758,5.012586128117172,3.16479745048598,1.7085408010021277,0.5752507120628555,0.5580745275948122,0.5405845273464959,0.522199096848867,0.4996078475660475,0.4714318257338011,0.4402169969716541,0.4092622672248344,0.3787975443602508,0.3482557131521606,0.3205781033286147,0.4379509826649524,0.4482518960493133,0.4574675226820543,0.4655942228467494,0.4728244775364608,0.4790751353266895,0.4842244021482753,0.4882967105560125,0.491295534922792,0.4929810540767658
0,CAN,0.2109258032710912,0.1592122443710489,0.1232777489028585,0.1131857966350023,0.1069469385863995,0.1013552959886102,0.0959603598129864,0.0908827745691096,0.0862936021662836,0.0818770773147315,0.0770712892444373,0.071661039153705,0.0659846643811484,0.0604835469815184,0.0551567905343554,0.0499073689451957,0.0451800537588947,0.0607019743879739,0.0611707117777333,0.0615822943684984,0.0619389768955192,0.0622583773570307,0.0625361432153069,0.0627644797763422,0.0629446342287738,0.06307733733086,0.0631521547130304
1,USA,1.9113546284160936,1.42772416936825,1.0961425520657826,0.9995836475386112,0.9378926984011572,0.8812405649552335,0.8268934269210472,0.7770940267432389,0.7336188183388822,0.6936379560492074,0.6515649920451992,0.6049302605075163,0.5565603465715285,0.5103485788527544,0.4667772025521018,0.4250968086173338,0.3879931778618158,0.5253509260009472,0.5331099444741517,0.540072591587541,0.5462291780274634,0.5517012930101125,0.556426181597175,0.560321401532822,0.5634026555928323,0.5656708464573432,0.5669454032049287
2,MEX,0.6966358341434318,0.523481462909572,0.4026475403209837,0.3666048329365068,0.3424780149957295,0.3195153058445232,0.2964436825196715,0.2740237539474497,0.2535885067877654,0.23478861387019,0.2161247099796994,0.1970082154576873,0.1782032138202461,0.16077013944521,0.1448682551443401,0.130228416882481,0.1173946581963219,0.1568905397887202,0.1571909445731521,0.157469351422225,0.1577207734727602,0.1579426664539417,0.158132578184162,0.1582901280421866,0.1584143561157829,0.1585059929228846,0.1585572830630924
3,RCAM,0.5209713072363027,0.3898219397654186,0.2986792511050668,0.2710556998156506,0.2525023744032648,0.234972126677413,0.2175220786381403,0.2006921502949316,0.1854030723078622,0.1713312480160694,0.1573170921706442,0.1429250420513054,0.1288141273209681,0.1158252384234651,0.1040257514868381,0.0931766814200742,0.0836684560451188,0.1113718461574519,0.1111553115512934,0.1109644537197654,0.1107986842494128,0.1106504168592107,0.1105215742533351,0.1104154765233356,0.1103318968212525,0.1102702348290813,0.1102354841425521
